,,actual,prediction,teks
5590,,-1,0,bila polisi lamban gerak ulur wktu beda bila kpd hitung jam kelar
5591,,-1,1,sangat tuju mundur dki sangat kondusif
5592,,-1,0,masa masa damai adalah masa ketika tukang mebel tambang pasir ilegal
5593,,0,1,banyak pihak ganggu atas bijak bapak semua satu lawan bapak sikap cara bicara dll
5594,,-1,0,hati abang rawan teroris jaga harus steril ingat musuh adlh sedang afiliasi
5595,,-1,0,ahokdjarot adu kepala sendiri tiang listrik
5596,,-1,0,kami luka pestapora
5597,,-1,0,memang ahokdjarot tantang nu
5598,,1,0,hallo warga dki ingat sekarang tinggal dua paslon paslon paslon ahokdjarot sudah nyemplung sept
5599,,0,-1,memang ganggu mapan datang baru bikin gaduh
5600,,-1,0,tidak tampak ulama libat politik ikut akhlak mulia rasulullah saw
5601,,-1,0,ulama panutan betullll sumber masalah siapa bapak ayo sudah ikut campur saya islam
5602,,-1,1,ya tuhan sedih saya
5603,,-1,0,anda lelah ya
5604,,-1,0,tidak serah fitnah serah ite game over ahokdjarot
5605,,-1,0,konser ahokdjarot badjingan djakarta
5606,,1,0,saya elue kelian semua
5607,,0,1,pemimpin sukses adalah mulia mata rakyat rakyat lebih mulia kepemimpinannya
5608,,0,1,kasih pilih tidak
5609,,-1,0,aba kata baik benar ahog hanya sedikit kata baik benar
5610,,0,1,nasehat semua umat baik bapak mdh lebih sejuk bicara baik suwun kyai
5611,,0,-1,sekarang sby berani tidak tanya hal langsung kepada ahokdjarot
5612,,0,-1,kenapa kamu tidak tanya langsung kepada kuasa hukum ahokdjarot
5613,,0,-1,bukti rekamanny tunjukn tidak fitnah
5614,,0,1,tidak dukung abang saya madura
5615,,-1,0,jangan lupa pks sudah sangka pkb
5616,,-1,0,kya pndukung sblh tidak mau presiden jokowi contoh bgitu
5617,,-1,1,sudah kotak smua
5618,,1,-1,sangka bangga demokrasi naik kelas negri
5619,,-1,0,ragam komunis rusia mirip ragam siapa ya
5620,,1,-1,iya abang ganteng xixixi
5621,,1,0,siaaaaappp
5622,,-1,0,berani ngadu
5623,,0,-1,mohon tidak bawa atribut politik nyesel ya
5624,,0,-1,wanita kaya kitab suci susah dimengerti laki laki kaya duit buang ambil orang ahokdjarot
5625,,0,-1,pakai nasi kotak
5626,,-1,0,semoga acara isi acara dapat hidayah hingga semua sadar betapa ahokdjarot adalah sumber masalah kita semua
5627,,0,1,saya keluarga saya semua muslim benar aqidah fpi
5628,,1,0,baru lihat taman ayodya sedia alat olahraga tidak jauh beda hdb sg salut
5629,,1,0,tuhan keluarga ikut hadir
5630,,1,-1,dukung ahokdjarot buat tamat ahokdjarot cuma korupsi
5631,,0,-1,tolong pimpin jangan kasar jangan bikin umat marah indonesia banyak mayoritas islam jangan buat gaduh
5632,,-1,0,tidak tindak oleh wasit tanding
5633,,1,0,balita lucu ngegemesin bawa ngaciir oleh
5634,,0,-1,masa kalah rujak
5635,,0,-1,masa kalah rujak
5636,,-1,0,pilkada tidak
5637,,0,-1,adik tahun mau banget ikut mau dia sendiri gaboleh banget
5638,,-1,0,bro pilih kalian gda salah ya mbok berfikir positif kita mmg punya agama
5639,,0,-1,kamu punya ikut majikan
5640,,1,0,siappppp
5641,,-1,0,para badut badut ahokdjarot emg hobby foya foya pelopor
5642,,0,-1,dikit
5643,,-1,0,siapa dahulu hendak tuhan hujan geledek enak basah
5644,,0,1,tidak rela bapak ahokdjarot dateng bertemu bapak ma ruf mau minta maaf minta maaf tidak bole
5645,,0,-1,buat muslim non muslim jangan baca
5646,,-1,0,coba kemarin bapak sambil keluar air mata pasti rettingnya naik
5647,,0,1,makasih
5648,,-1,0,jangan bicara basis data berik argumentasi cerdas tidak cakap ngahok
5649,,0,-1,tidak msk akl orang dia ilmu lebih tinggi masih komporin kita
5650,,-1,0,jangn lupa bawa bendera merah putih kasih gambar nenekxa atau nenekxa ahokdjarot lebih seru
5651,,-1,0,konser bye bye mantan
5652,,-1,0,gitu pindah arab sana gih
5653,,1,0,walopun beda agama bliau dekat ulama aktif bangun masjid siapa calon pemimpin jkt dekat ulama
5654,,0,-1,ahoker
5655,,1,0,benar perilaku bapak selalu hanya salah sorot diblow up apalagi dipaketin bau agama mayoritas
5656,,1,-1,kirain bapak hakim bilng salah bukan hakim arti ahokdjarot benar hebat dia masih minta maaf
5657,,0,-1,ngakak gua
5658,,-1,0,ingat tidak terima hanya minta maaf minta pecat mahasiswa
5659,,-1,0,zina y lapor kasus th
5660,,-1,0,silah anda berpendapat semogab cepet cerdas ya
5661,,-1,0,mantan presiden gaul pl ma preman
5662,,0,-1,saya sj china ajar sampai china
5663,,-1,0,kata detilnya tuhan
5664,,-1,0,bye bye dukung palsu
5665,,0,1,bapak sidang datang ingat firman bapak tampar pipi kiri berik pipi kanan sudah serah sm ph tuhan selesa
5666,,-1,0,kamen rider kiva kelelawar bahkan setelah dia evolusi cerita dia ngehancurin istana naga
5667,,1,0,sukses ahokdjarot acara besok gbu
5668,,-1,0,jika orang muslim sekalipun tetap demo direcokin urus lbh jatah sumbat wuasuok
5669,,1,0,harus tetap waspada tekun galang dukung supaya tidak colong
5670,,0,-1,muslim baca alquran mereka ikut demo bela agama tidak itungan harta
5671,,1,0,pasti kami datang bapak saran besok orasi jangan singgung nganu ya bapak ngertikan bapak bapak ahokdjarot
5672,,1,0,bdg saya pasti datang
5673,,1,-1,saya tidak anggap sbg lemah pns emang kerja kayak bahlul mesti keras tidak kapan maju
5674,,-1,0,sekal bajaj tetap bajaj ngeleesss muluu
5675,,-1,0,nanti bapak ahokdjarot tambah emosi tambah ruwet urus bapak
5676,,-1,0,tidak semua hal kita tidak suka atau serang kita harus ban atau cari benar contoh skak mat
5677,,1,0,dki
5678,,-1,1,top gandos kuasa hukum ahokdjarot dapat sadap tuhan
5679,,-1,1,bacot bapak bapak ahokdjarot jaga jangan cuma kerja bikin gaduh
5680,,-1,0,fatwa perempuan haram pemimpin jegalmega
5681,,1,-1,para musisi tidak fibyr sukarela malah pakai duit sendiri mereka mau dukung mereka anti korupsi sbb paslon jujur
5682,,0,-1,ahokdjarot acara gasopan ulang kluar topik pasti ditegor hakim
5683,,0,-1,ya kita hrs waspada jangan sampai ribut tim gegara panik terus bela ahokdjarot
5684,,0,-1,dipengadilan hakim saksi dakwa jaksa tidak gubernur t mu nu
5685,,-1,0,contoh agussylvi choy fitsa hats irena handoko mantan biarawati
5686,,1,-1,tidak mau dtng tidak papa masih ratus ribu orng mau dtng nista saksi lapir bnyk dusta
5687,,1,0,tanggalanya bagus febuari ya
5688,,1,0,matabbb
5689,,1,0,ahokdjarot begitu megang anak anak sebut tidak nang
5690,,1,0,piingiinn but jauuhh hikssss
5691,,0,1,ahokdjarot anak lucu ya
5692,,1,-1,begitu ahokdjarot blusukan warga malah sibuk tuk sel
5693,,1,-1,ahokdjarot hormat minta maaf t mu sbg saksi bohong y tetap polis
5694,,1,-1,ahokdjarot hormat sbg saksi sbg t mu anggap bohong y tetap polis
5695,,0,1,wapres jk sindir ahokdjarot sering minta maaf fef ya betul bapak lebih kalem ya bapak
5696,,-1,0,ilmu rupa salah orang lain
5697,,0,1,pesan baik perlu terima ahokdjarot
5698,,1,-1,gpp hasrat bikin otak perut dompet warga penuh alah rasa cape bapak mknya bsk
5699,,1,-1,ahokdjarot nyindir oknupol
5700,,-1,1,maaf om aniessandi kita lewat ya salam jari
5701,,1,-1,ahokdjarot sindir oknumpol
5702,,1,0,siap bapak kita luncur
5703,,1,0,latih bapak kerja usia tahun
5704,,1,0,buat konser besok cakep lagu
5705,,0,-1,takut ach angin puting beliung
5706,,0,1,bapak ahokdjarot hati debat nanti tetap santun bijak jangan bawa jebakn betmen jangan emosi yakinkn bapak layak pilih
5707,,1,0,betul betul betol
5708,,1,0,semoga bawa pesan damai tengah situasi kembali panas
5709,,-1,1,bapak mantap tidak punya harga diri sekarang mlh jaleh profesi tukang curhat
5710,,0,-1,padahal fakta banyak guru masih bln kerja sudah dpt ump kenapa tidak adil seperti padahal kami jauh lebih lama tmt
5711,,0,-1,lidah sangat tajam tajam lebih pedang jaga bicara anda bapak
5712,,1,0,nu dukung utama kita hrs mulia ulama nu catat
5713,,1,0,bg sudah sangat kritis suasana anti mana kita hrs solid
5714,,-1,0,kenapa timses nomor sibuk banding foke kenapa tidak banding
5715,,-1,0,wakil apa kamu
5716,,0,-1,sudah sadar pls retwet
5717,,0,1,logistik sudah siap bagi warga dki kipas gambar bapak spt acara talksho
5718,,1,0,hadir bapak
5719,,-1,0,tidak goreng hny minoritas ngmg apa disalahin
5720,,-1,1,mngp kami harus pilih pasang lama kami tidak lihat kontribusi paslon kecuali
5721,,1,0,bikin film ttg ksah hidup jamin ledak nie film
5722,,1,0,hadirrrr
5723,,1,0,salam lamongan
5724,,1,0,hadir
5725,,0,1,ya dukung awam sudah bagus ikhlas dukung profesional pake strategi bro semua diskus
5726,,-1,0,almay sara lawan bineka jgnpake
5727,,0,-1,jangan ngotot debat jangan keras nanti sa tidak bagus lihat masa
5728,,0,-1,trik bela kondisi panas sekal gara sidang kemarin
5729,,1,0,salam kota solo
5730,,1,0,tuhan keluarga ikut hadir
5731,,1,0,saya pasti datang bagaimana parkir motor ni
5732,,-1,0,saya dapat group pesantren saya dulu kenapa kaya gin rusak moral bangsa
5733,,1,0,salam salam batam bapak
5734,,1,0,siap hadir
5735,,0,1,baik ahokdjarot pakai jubir kami takut anda peleset lidah minta khimat tuhan yesus bapak
5736,,1,0,hadiiiirrr
5737,,1,0,sekarang waktu atau tidak sekal
5738,,0,-1,sudah wajar dakwa tanya gasopan salah tegur hkm
5739,,1,0,ibu ibu anak anak bapak bapak yok nonbar konsep senaya ya
5740,,1,-1,bikin baper banget
5741,,1,0,para artis ibu kota siap oll out rama konser kemanangan ba
5742,,-1,0,abang wiyono kurang piknik anggota fpi ya abang
5743,,1,0,besok ramaiin yok nonton gratis lo
5744,,0,-1,malas soal tidak aktor ahokdjarot br bela
5745,,1,0,jangan lupa yok nonton bareng senayan ya seru lo
5746,,1,-1,yo pasti tidak
5747,,0,-1,ttg sidang sangka nista agama oleh oleh
5748,,1,0,pasti hadir ratus artis dukung
5749,,-1,1,siap provokator pilgud dki tanggal feb supaya tidak pilih
5750,,1,0,siap rapat besok bareng
5751,,0,-1,alas copy paste cs top up nunggu minggu belum masuk app
5752,,1,0,jam mnj tes panggung dulu sblm smua musisi papan atas kumpul p driv
5753,,-1,0,mari hitung brp x minta maaf media apa delik pidana bs pudar krna kata maaf
5754,,0,-1,kayak ahokdjarot
5755,,0,-1,nasehat sang mertua lain pihak sang menantu ingin get rid of
5756,,0,1,hari relanu relawan matahari jakarta rmj bamusi gelar doa pilkada damai dukung kpd
5757,,-1,1,bapak ahokdjarot tenaga ahli jangan pemimpin capek beliau tidak ajar
5758,,-1,0,pernah ajar kepada umat islam buka aib saudara sendiri
5759,,0,-1,ayan tidak profesional banyak data corupt apa banyak korup
5760,,1,0,hanya belum berik bukti bakti mana polisi lumut tailor sudah berik bakti kepada ahokdjarot semoga mbalelo ya
5761,,-1,0,gubernursutiyoso nggusur komunitas miskin waktu th gubernur nggusur komunitas hanya waktu tahun top bukan
5762,,0,-1,mungkin pengnharuhi maksud tentu tahu diri dia sendiri kita sedih begini
5763,,1,0,saksi besok bakal balikin ahokdjarot gubernur dki
5764,,1,0,se x an uji apakah warga dki alami ubah kulakukan akhir bener ingin lanjut
5765,,1,0,ya kampanye kreatif maaf ya bapak harus saya ambil alih gym
5766,,0,1,nyata saya bapak punya haters ya
5767,,1,0,rasa ibu rasa
5768,,-1,0,wah parah bantu ahokdjarot wah wah
5769,,-1,0,konser pisah ahokdjarot relawan dukung ya
5770,,-1,0,selamat tinggal para yahudi
5771,,-1,0,ayo mana suara kumpul babi
5772,,1,0,harus menag
5773,,1,-1,gua kasih tau ya tidak punya banyak duit bayar semua artis rakyat lihat pemimpin bawa ubah
5774,,0,-1,tidak rumus jual negara untung
5775,,0,1,bapak ahokdjarot saya saran adil tetap fokus kata pakai acu kpd oknum orang minta video agussylvi dur putar
5776,,-1,0,tidak pantas presiden hadir adil mana moral bangsa
5777,,0,1,kita baik tidak ganggu prosesi adil bapak ahokdjarot
5778,,0,-1,sampai st maria blg ortu mrk tidak pilih jokowi jujur mrk marah pindah luarnegeri
5779,,1,0,mamak wajah sumringah penuh optimis
5780,,0,-1,bnr bapak ktp anak saya hr nama bapak bapak level kependudukan efek tidak mau dilaporin
5781,,1,0,juta orang bung hadir
5782,,-1,0,awal sudah nyata pileg pilpres pilgub dki semua curang rezim
5783,,0,-1,asal ttep punya rasa
5784,,-1,0,mba muslim tidak yakin agama sendiri mau debat sila zakir indonesia bahas beliau
5785,,1,0,saya ya mohon sgr brtindak
5786,,-1,1,sepakat bapak gara bapak ahokdjarot kota kami gaduh sangat resah
5787,,0,-1,usut kasus sadap bicara sby ma
5788,,0,-1,drone cari sendiri berita media punya drone
5789,,1,0,penuh massa
5790,,-1,0,sepiiii
5791,,-1,0,sepi ya konser tidak mau nonton slank
5792,,1,0,alas bangun mesjid megah pulau reklamasi adalah rasa cinta hadap ayah angkat agama islam
5793,,1,0,jangan minta maaf rangkul ormas agama ingin jatuh rangkul banyak ormas islam toleran
5794,,1,0,lihat desain mesjid megah asia bangun pulau reklamasi tempat wisata religius
5795,,1,0,tuhan anak cucu kita rasa
5796,,0,1,waspada terus kawal sampai tps hitung banyak fitnah jangan jumawa semua amanah putar
5797,,1,-1,bego begoin fitnah sana sini kafir kafirin tetap tidak nyerah orang orang hebat sangat inspirasi s
5798,,-1,0,bukan agussylvi ya rasa dulu mau independent bahkan bilang biaya partai mahal siapa ya lupa saya
5799,,-1,0,mekso
5800,,-1,0,agussylvi mau independent
5801,,-1,0,susune keddaluwrsa
5802,,1,0,siiiiip
5803,,1,0,gua dukung jon
5804,,-1,0,rejim lama serta kroni ingin kuasa kembali namun ahokdjarot mnghalangi ingin mereka sesederhan
5805,,-1,0,lupa ya dulu agussylvi mau independent sudah ngumpulin ktp batal
5806,,1,-1,ll stand if may speak tulis orang kuasa diri lebih kuat daripada orang rebut buah kota
5807,,0,-1,lo
5808,,-1,0,kutuk
5809,,0,1,pilih cagub tidak saat masa pemerintahan sby pilih cagub tidak saat prabowo saat pilih tidak
5810,,1,-1,omg banyak nasi nasi
5811,,-1,0,capres cawapres kiamat
5812,,0,-1,gin enak ya
5813,,1,0,sudah pasti bro
5814,,0,1,nomer susaaaaah
5815,,-1,1,jangan rasa paling hebat bapak de coba ikut cagub bsa menang tidak tolak ukur
5816,,1,0,semoga sering nonton video ahokdjarot mungkin nilai abang tom ubah
5817,,1,0,kita doin pilkada cagub jalan lancar tidak curang pihak agussylvi aniessandi
5818,,0,-1,ngk suai lagu skg ya
5819,,1,0,tidak aranger tepuk tang arah juru sorak yel yel will
5820,,-1,1,bukti cerdas warga dki tahu paham masalah hukum timpa saat adalah murni rekayasa busuk
5821,,1,0,seru pokok kita becek an bareng ujan an bareng panas an bareng
5822,,0,-1,doyan ngumpulin ktp dulu siapa
5823,,0,1,hastag buat bapak warga dki
5824,,1,-1,kami ahoker tidak bikin malu
5825,,-1,1,seru positif gila
5826,,-1,0,tkt agussylvi nganggur
5827,,-1,1,ahokdjarot tidak laku tinggal warga jkt
5828,,1,0,ya tuntut kerja tidak hadir tetap dukung
5829,,0,-1,beda aksi siapa tanggungjwb sampah
5830,,-1,0,hti bilang demokrasi haram ikut
5831,,-1,1,mohon maaf bapak saya hanya doa semoga tuhan buka mata hati anda lihat cahaya salah anda
5832,,-1,0,anak tuhan dah nyala bapak berani benerr anak
5833,,-1,0,sebenernya tweet macam buat pecah belah umat nama adu domba umat yo
5834,,1,0,ahokdjarot sudah bikin surat nyata minta maaf
5835,,0,1,selenggara relawan cagub dki nomor ahokdjarot ahokdjarot drive range senayan sabtu
5836,,-1,0,hehwhe bangun bangun tonggg mimpi lanjut besok gkgkgk
5837,,-1,0,bapak sby kpn lapor kasus sadap oleh bapak sudah tidak harga sekal
5838,,1,0,berapa juta hadir
5839,,-1,1,bukti miskin rakyat dki
5840,,1,0,milu adalah ayo ikut gembira penuh tawa
5841,,-1,0,gua janda salah bapak
5842,,-1,0,rukun brkepentingan coba buat tidak rukun siapa coba
5843,,-1,0,nama usaha
5844,,-1,0,sekolah dimane sekolah sabtu minggu ya
5845,,0,-1,belum ikt mkn dulu
5846,,-1,1,bhkn jk tuhan bs dlaporkn pst dh nglaporin tuhan ats surat al maidah sgnt tidak mnguntungkn ambisiny
5847,,1,-1,dia bukan nista dia adalah korban para dusta
5848,,0,1,hidup makna guna semua orang
5849,,1,0,iyaa pngin nonton konserjari tidak iso kerja
5850,,0,-1,percaya ikut tidak percaya diam
5851,,-1,1,lihat daftar artis dukung nista agama sampa anak kita jangan jdkan idola bg mereka
5852,,1,0,ketemu bapak kamilus staf ahli bapak guru sejarah wktu orang baik keliling orang baik
5853,,1,0,gurbenur saya wagub saya
5854,,-1,0,sholat jumat niat abang iwan sholat terima aj belum tentu mkr
5855,,0,1,warga dki
5856,,1,0,bib foto sore mungkin kamu semangat dukung ahokdjarot jdnya pagi
5857,,-1,0,kata tim acara mau datengin tuhan adil sumber sadap
5858,,-1,1,jilbab tidak punya otak indonesia lbh maju bapak
5859,,1,-1,adalah salah satu putra baik bangsa indonesia saat bukan ptovokator kedok agama seperti kamu
5860,,-1,0,bukan kampanye terus arti nyebar hoax sapa awas media atau
5861,,0,-1,seperti hhhhhhmmmm sang
5862,,1,-1,muncul hujan rintik sirna
5863,,-1,0,apa urus lue sono balik habitat lue
5864,,-1,0,semoga seluruh tahana dgti baru
5865,,1,-1,saya suka dia tidak pura pura apa
5866,,1,0,eloe saya
5867,,1,0,sungai bersih foke
5868,,1,0,hadiiiir
5869,,1,0,murni warga dki tidak seperti aksi marah kemarin
5870,,0,-1,romo syafei gagah tangkap ulama apa polisi pucat hadap ahokdjarot
5871,,-1,0,masih bilang edit kenapa ya
5872,,1,0,hatur nuhun mudah apa anda laku rakyat jkt mjd amal shaleh mata
5873,,0,1,jarang ahokdjarot minta maaf x atut x
5874,,1,0,ibu saya usia thn ikut nonton konser
5875,,1,0,seperti dua pasang panglima perang siap saling topang
5876,,0,-1,memang mereka nyari buat hidup mereka sendiri
5877,,1,0,menang pilgub dki tahun
5878,,1,0,bapak setelah acara hanya sempat diskusi kecil beliau
5879,,-1,0,cara mereka menang alsan reklamsi dilakukn sadis
5880,,0,-1,bt apa hadir acarax cina pukimak
5881,,-1,0,gariing
5882,,1,-1,ngeriii makanya sebaga pemimpin harus jaga mulut
5883,,-1,0,tidak usa frustasi nak bawa atas bawah hehege
5884,,-1,1,saya tidak rela pimpin saya laku spt saat sidang saya warga nahdliyin
5885,,0,-1,pohon tumbang fly over jaksel korban
5886,,0,1,jakarta butuh pemimpin lurus supaya bawah tidak berani tidak lurus
5887,,1,-1,mereka bayar jauh lebih besar daripada oleh gubernur belum tidak berani potong gaji
5888,,1,0,rame konser ya
5889,,1,0,saya pilih mandra dki banten jaro karis
5890,,1,0,demi tinggalin kerja
5891,,1,0,fitnah orang byk ktp stlh cek ptgs milu tnyt orgnya mmg beda
5892,,-1,1,idola tidak ikut konser armand maulana raditya dhika afgan rossa
5893,,0,1,dukung sudah gelar dukung dukung kapan
5894,,0,-1,ajar alam read
5895,,1,0,pilih halal atau
5896,,-1,0,bapak mantan mungkin bingung setelah peluru tembak bapak masih byk dukung
5897,,-1,1,bapak mantan galau lihat dukung membludak kpd calon gubernur jkt bapak konser siang
5898,,-1,1,mungkin bakal gempa besar jakarta akibat laku majikan para dukung banyak lindung kepada tuhan
5899,,1,0,apa cuman nonton live streaming in shaa tuhan nazar akn trlaksana bila menang
5900,,-1,0,sosok tunggu tunggu masuk bui
5901,,-1,0,negara bukti laku intervensi menang lihat lbp hadir minta maaf kpd ma ruf
5902,,-1,1,pilih luar dki mari wujud tendang keluar dki abis hina ulama
5903,,1,-1,buat dulu pekat kini enak lihat kali grogol pesing mantap
5904,,0,-1,tidak masuk titik saya cuk penuuuuiuh
5905,,0,-1,jangan bikin pecah sudah reda jangan provokasi soal agama
5906,,-1,1,bapak menang feb nanti anti ahokdjarot subsidi arab aj ya bapak demokrasi sm onta dsna
5907,,0,-1,saksi lapor lihat hantu tim kuasa hukum tiap sidang
5908,,0,1,gelora semangat kebhinekaan indonesia jakarta bebas korupsi
5909,,1,0,sabtu pagi gowes sepeda bareng bapak tuju rumah lembang
5910,,-1,1,ahokdjarot salah warga nu dki tidak pilih ahokdjarot
5911,,1,0,siipp bapak kembali balai kota siap eksekusi masalah
5912,,-1,1,said aqil tegas warga nu tidak pilih ahokdjarot ahokdjarot
5913,,-1,0,saat hr akhir tiba islam bg mjd golong orang brtaqwa kpd tuhan slmt haramorgislamilihkafir
5914,,1,0,bagi saya presiden
5915,,1,0,bapak heran kenapa cs bs detil data telp pasti kerja profesional siapa ya
5916,,-1,0,semoga segera wassalam
5917,,-1,0,bunk mana tidak dengar bantu bapak sudah ngos ngosan
5918,,0,-1,depan mata
5919,,1,0,hari senin besok ngantor kelar hidup jahat spt tega benar sm kerja
5920,,-1,1,emaang bener bgt bukan orang baik saya tuju hoker gelo x
5921,,1,-1,ya emang konser biasa demokrasi khan pesta tidak takut semua senang drpd teriak bunuh
5922,,0,-1,masa depan anak bukit duri kampung pulo kampung akuarium rampok
5923,,0,1,betulll manusia punya hati punya punya rasa perasaaan saling maaf karen kasih maafin saya ya sl
5924,,1,0,byk silahturami ulama harap saya supaya p ahokdjarot dpt restu
5925,,1,0,salam bapak manusia tidak luput salah lupa khilaf dosa
5926,,-1,0,lihat bagaimana para begundal ngeles ttg sadap adalah kunci niat mau gertak saksi ceroboh
5927,,0,-1,apa jadiny neger jka bangun atas dasar munafik hanya tggal tunggu waktu hancur
5928,,1,0,bapak kenapa tidak tengah panggung kayak bapak jokowi dulu lari tengah keren bapak
5929,,1,-1,sekarang ngajak hura hebat sekal y
5930,,-1,0,unggah video kep ribu cpt bgt tindak kenapa ya bapak
5931,,0,-1,boleh bapak moshing
5932,,1,0,konser saya pecah
5933,,-1,0,maksud saya tidak butuh komentar lo nyantai ya bapak dokter
5934,,-1,0,konser pisah
5935,,1,0,pasti abang kalah abang sbb dukung tuhan para usaha tajir
5936,,-1,0,tidak butuh komentar ya
5937,,0,1,baca doa bp taufik damas
5938,,-1,1,gubernur henti setelah cuti gubernur penuh kasus jangan pilih
5939,,1,-1,hal hal begini buat makin yakin milih
5940,,-1,0,dateng se uprit banyak artis kesi
5941,,1,0,indonesia raya kumandang
5942,,-1,0,konser biasa tanpa ahokdjarot nyanyi y bnyak psti byk nonton bro dangdut aj kmpung byk nnton
5943,,0,-1,bapak tidak moshing bapak lompat lompat lompat
5944,,-1,0,bala bantu kalimantan datang tau busuk
5945,,1,0,wrga jaksel jaktim jakbar jakut mungkin kep tmpt kata nista tumpah
5946,,1,0,saya coblos tiga tiga bil
5947,,0,-1,akhir cap bagai arogan tidak sopan dll coba serah tim ph bapak tidak disalahin mulu omong
5948,,1,0,jk tidak kriminalisasi atas kata kep ribu mk tidak akn seperti hari kemarin
5949,,1,0,jika tidak diskriminasi atas diri hal jabat publik maka tidak kata kep ribu
5950,,0,1,hasil top about bapak plis lihat bapak
5951,,1,-1,jiwa datang kalah demo monas
5952,,1,0,sila beliau aset bangsa bukan pemimpin islam korupsi guna agama politik
5953,,-1,0,terus beritahu n acara bahwa tuhan maksud beda banget
5954,,1,-1,lewat lihat bhw mayoritas rakyat masih percaya mengantarkn selesa belum slsi
5955,,0,-1,waduh steve berani ngelawan titah ym rizieq sudah mualafin doi
5956,,-1,0,bawaslu tidur
5957,,1,0,saya ikut sorak
5958,,1,0,semoga sukses tertib acara tlg himbau teman dtg jangan nyampah ya bapak
5959,,-1,1,semua punya ptestasi saya tidak sombong semua milik tuhan bapak mesti sombongin
5960,,-1,0,request lgu genjer y bapak
5961,,-1,0,adian selalu main simbol agama politik istighosah kemarin sngt sayang pecah belah umat
5962,,0,1,sukses selalu bapak ahokdjarot
5963,,-1,1,laku tidak ubah tetap bedebah
5964,,-1,0,wasekjen nu nu cara organisasi tidak mungkin dukung warga mana baik nomor pilkada dki
5965,,-1,0,kasus ahokdjarot istana ikut repot
5966,,0,-1,coba lht hindu budha apakah mereka banyak tipu daya kpd lain kenapa mrk tidak sbt mrk tidak banyak tipu daya
5967,,-1,1,nasoroh yahudi kpd nabi mereka tidak percaya kitab rubah oleh mereka apalagi sm kita orang biasa
5968,,-1,0,kenapa larang milih nasoroh yahudi alqur an orng nasoroh yahudi bnyak tipu daya contoh israel sekarang coba lht israel
5969,,-1,0,paniikkk
5970,,0,1,doa mana kabul tuhan warga nahdliyin atau pimpin jawab kita
5971,,-1,0,seperti anda serang terus ya ingat pesan
5972,,-1,0,ya tuhan semoga cepat masuk bui agar lbh damai tentram bangsa
5973,,1,0,dunia
5974,,-1,1,habib maksiat cocok tidak ya pemimpin pemimpin maksiat
5975,,1,0,bapak kata suka ayo ikut jangan nge band aktivitas
5976,,-1,1,ogah coblos tidak
5977,,1,0,bagi artis public figure rela dukung jls orang dedikasi kritis tk kenal kompromi
5978,,-1,1,ngakak agussylvi sudah siap nerkam kamu xp salut buat anda
5979,,1,0,cantik nian ibu kita ibu dki
5980,,0,-1,waduh tidak bagaimana anak anak juara nanti
5981,,1,0,rutin datang semoga bapak dapat hidayah
5982,,0,-1,kedok sudah bongkar satu satu masih tidak sadar jangan sampai hina lbh sekarang
5983,,1,0,saya fans bapak saya hrs ingat bapak mulai sekarang ber hati bicara baik atau buruk omong bapak bumerang sblm pilkada
5984,,1,0,gambar maksud masih cari pemilih tidak sudah lolos duluan bravo
5985,,-1,0,tampolin enak lugut
5986,,0,1,bapak ucapin doain saya bapak hari tepat saya ulang tahun thn saya ktp dki kuliah ptn luar jakarta bapak
5987,,-1,0,bondong bondong cabut dukung
5988,,0,-1,asli ngakak tulis rafatar emang ngerti bayi
5989,,-1,0,nunggu pangsit mimpin nyembah candi
5990,,-1,0,konser siasat
5991,,-1,1,rizieq firza sudah kangen
5992,,1,0,jangan lupa tuhan doa jelang pemilihan byk rintang
5993,,-1,0,ngiluuu
5994,,-1,0,abang tidak usah layan kecuali status nunjukin jelas ya tidak papa
5995,,-1,1,model kampanye jadul banget massrkt dki beda bos tidak butuh suvenir bikin penuh lemari kami butuh bukti
5996,,0,1,bapak ahokdjarot upsss pencet bapak
5997,,-1,0,akhlak tabiat rusak satu satu neger baik deportasi tionghoa
5998,,-1,0,bye bye sampai jumpa bui
5999,,-1,0,mimpin nyembah candi
6000,,-1,1,sudah bapak tidak usah ngoyo ekonomi sudah turun byk rakyat derita taubat muallaf rakyat biasa akhir hidup anda lbh indah
6001,,-1,0,poto taun brapa edit keren
6002,,1,0,cakep ibu vero
6003,,-1,0,buat raja klaim nambah gelar
6004,,-1,0,ahokdjarot benar ingin terap pancasila dia kaget sila tuhan maha esa tuhan tidak esa tidak pancasilais
6005,,-1,0,pindah
6006,,1,0,salam takzim ulama pbnu lapang hati mngundang bapak istighosah
6007,,-1,1,foto wedus nuril sesat aqidah demi tuhan saya tidak rela lambang nu guna giat kafir
6008,,-1,0,judul benar balada gurita cikeas niat adu domba nu balada ahokdjarot maruf
6009,,-1,0,tidak ngaruh
6010,,1,-1,makin banting semkn lenting sampai tetangga sebelah hilang akal sehat
6011,,1,0,lihat dukung paslon mayoritas pndatang jkt mungkin mereka ingin jakarta baru warga baru budaya baru
6012,,1,-1,bulan ya tidak
6013,,0,1,semoga bapak ahokdjarot dapet hidayah
6014,,1,0,wah tau gitu td marn kalideres ketemu bapak
6015,,1,0,bapak datang wajah orang spanduk atas oun ikut senyum bahagia
6016,,0,-1,serba salah
